[UE1] [2025-07-19 11:34:39] [  5]   0.00-1.00   sec  3.77 MBytes  31.7 Mbits/sec  0.228 ms  0/2733 (0%)
[UE1] [2025-07-19 12:13:07] [  5]  80.00-81.00  sec  3.57 MBytes  30.0 Mbits/sec  0.141 ms  0/2587 (0%)
[UE1] [2025-07-19 12:13:08] [  5]  81.00-82.00  sec  3.58 MBytes  30.0 Mbits/sec  0.162 ms  0/2593 (0%)
[UE1] [2025-07-19 12:13:09] [  5]  82.00-83.00  sec  3.57 MBytes  29.9 Mbits/sec  0.248 ms  0/2582 (0%)
[UE1] [2025-07-19 12:13:10] [  5]  83.00-84.00  sec  3.59 MBytes  30.1 Mbits/sec  0.180 ms  0/2597 (0%)
[UE1] [2025-07-19 12:13:11] [  5]  84.00-85.00  sec  3.57 MBytes  30.0 Mbits/sec  0.236 ms  0/2586 (0%)
[UE1] [2025-07-19 12:13:12] [  5]  85.00-86.00  sec  3.58 MBytes  30.0 Mbits/sec  0.291 ms  0/2594 (0%)
[UE1] [2025-07-19 12:13:13] [  5]  86.00-87.00  sec  3.57 MBytes  30.0 Mbits/sec  0.137 ms  0/2587 (0%)
[UE1] [2025-07-19 12:13:14] [  5]  87.00-88.00  sec  3.58 MBytes  30.0 Mbits/sec  0.216 ms  0/2590 (0%)
[UE1] [2025-07-19 12:13:15] [  5]  88.00-89.00  sec  3.58 MBytes  30.0 Mbits/sec  0.192 ms  0/2591 (0%)
[UE1] [2025-07-19 12:13:16] [  5]  89.00-90.00  sec  3.57 MBytes  30.0 Mbits/sec  0.209 ms  0/2588 (0%)
[UE1] [2025-07-19 12:13:17] [  5]  90.00-91.00  sec  3.58 MBytes  30.0 Mbits/sec  0.240 ms  0/2590 (0%)
[UE1] [2025-07-19 12:13:18] [  5]  91.00-92.00  sec  3.58 MBytes  30.0 Mbits/sec  0.177 ms  0/2593 (0%)
[UE1] [2025-07-19 12:13:19] [  5]  92.00-93.00  sec  3.58 MBytes  30.0 Mbits/sec  0.158 ms  0/2589 (0%)
[UE1] [2025-07-19 12:13:20] [  5]  93.00-94.00  sec  3.57 MBytes  30.0 Mbits/sec  0.220 ms  0/2588 (0%)
[UE1] [2025-07-19 12:13:21] [  5]  94.00-95.00  sec  3.58 MBytes  30.0 Mbits/sec  0.337 ms  0/2592 (0%)
[UE1] [2025-07-19 12:13:22] [  5]  95.00-96.00  sec  3.58 MBytes  30.0 Mbits/sec  0.162 ms  0/2590 (0%)
[UE1] [2025-07-19 12:13:23] [  5]  96.00-97.00  sec  3.58 MBytes  30.0 Mbits/sec  0.229 ms  0/2589 (0%)
[UE1] [2025-07-19 12:13:24] [  5]  97.00-98.00  sec  3.58 MBytes  30.0 Mbits/sec  0.177 ms  0/2590 (0%)
[UE1] [2025-07-19 12:13:25] [  5]  98.00-99.00  sec  3.57 MBytes  30.0 Mbits/sec  0.093 ms  0/2587 (0%)
[UE1] [2025-07-19 12:13:26] [  5]  99.00-100.00 sec  3.58 MBytes  30.0 Mbits/sec  0.204 ms  0/2593 (0%)
[UE1] [2025-07-19 12:13:30] [  5]   0.00-1.00   sec  8.49 MBytes  71.2 Mbits/sec  0.157 ms  0/6148 (0%)
[UE1] [2025-07-19 12:13:31] [  5]   1.00-2.00   sec  13.9 MBytes   117 Mbits/sec  0.162 ms  0/10088 (0%)
[UE1] [2025-07-19 12:13:32] [  5]   2.00-3.00   sec  14.5 MBytes   122 Mbits/sec  0.145 ms  0/10519 (0%)
[UE1] [2025-07-19 12:13:33] [  5]   3.00-4.00   sec  14.5 MBytes   121 Mbits/sec  0.166 ms  0/10483 (0%)
[UE1] [2025-07-19 12:13:34] [  5]   4.00-5.00   sec  14.4 MBytes   121 Mbits/sec  0.199 ms  0/10429 (0%)
[UE1] [2025-07-19 12:13:35] [  5]   5.00-6.00   sec  14.3 MBytes   120 Mbits/sec  0.134 ms  0/10342 (0%)
[UE1] [2025-07-19 12:13:36] [  5]   6.00-7.00   sec  14.1 MBytes   118 Mbits/sec  0.141 ms  0/10205 (0%)
[UE1] [2025-07-19 12:13:37] [  5]   7.00-8.00   sec  14.4 MBytes   121 Mbits/sec  0.159 ms  0/10456 (0%)
[UE1] [2025-07-19 12:13:38] [  5]   8.00-9.00   sec  14.4 MBytes   121 Mbits/sec  0.157 ms  0/10410 (0%)
[UE1] [2025-07-19 12:13:39] [  5]   9.00-10.00  sec  13.4 MBytes   112 Mbits/sec  0.209 ms  0/9704 (0%)
[UE1] [2025-07-19 12:13:40] [  5]  10.00-11.00  sec  13.9 MBytes   116 Mbits/sec  0.244 ms  0/10055 (0%)
[UE1] [2025-07-19 12:13:41] [  5]  11.00-12.00  sec  14.5 MBytes   121 Mbits/sec  0.193 ms  295/10763 (2.7%)
[UE1] [2025-07-19 12:13:42] [  5]  12.00-13.00  sec  14.5 MBytes   122 Mbits/sec  0.164 ms  0/10519 (0%)
[UE1] [2025-07-19 12:13:43] [  5]  13.00-14.00  sec  14.5 MBytes   122 Mbits/sec  0.158 ms  0/10495 (0%)
[UE1] [2025-07-19 12:13:44] [  5]  14.00-15.00  sec  14.3 MBytes   120 Mbits/sec  0.142 ms  0/10390 (0%)
[UE1] [2025-07-19 12:13:45] [  5]  15.00-16.00  sec  14.4 MBytes   121 Mbits/sec  0.098 ms  0/10422 (0%)
[UE1] [2025-07-19 12:13:46] [  5]  16.00-17.00  sec  14.5 MBytes   121 Mbits/sec  0.185 ms  0/10466 (0%)
[UE1] [2025-07-19 12:13:47] [  5]  17.00-18.00  sec  13.8 MBytes   116 Mbits/sec  0.136 ms  0/9993 (0%)
[UE1] [2025-07-19 12:13:48] [  5]  18.00-19.00  sec  13.2 MBytes   111 Mbits/sec  0.190 ms  0/9592 (0%)
[UE1] [2025-07-19 12:13:49] [  5]  19.00-20.00  sec  14.3 MBytes   120 Mbits/sec  0.157 ms  492/10821 (4.5%)
[UE1] [2025-07-19 12:13:50] [  5]  20.00-21.00  sec  14.4 MBytes   121 Mbits/sec  0.205 ms  0/10428 (0%)
[UE1] [2025-07-19 12:13:51] [  5]  21.00-22.00  sec  14.4 MBytes   120 Mbits/sec  0.197 ms  0/10396 (0%)
[UE1] [2025-07-19 12:13:52] [  5]  22.00-23.00  sec  14.6 MBytes   122 Mbits/sec  0.129 ms  0/10540 (0%)
[UE1] [2025-07-19 12:13:53] [  5]  23.00-24.00  sec  14.3 MBytes   120 Mbits/sec  0.139 ms  0/10375 (0%)
[UE1] [2025-07-19 12:13:54] [  5]  24.00-25.00  sec  14.5 MBytes   122 Mbits/sec  0.147 ms  0/10504 (0%)
[UE1] [2025-07-19 12:13:55] [  5]  25.00-26.00  sec  14.3 MBytes   120 Mbits/sec  0.184 ms  0/10333 (0%)
[UE1] [2025-07-19 12:13:56] [  5]  26.00-27.00  sec  14.3 MBytes   120 Mbits/sec  0.168 ms  0/10323 (0%)
[UE1] [2025-07-19 12:13:57] [  5]  27.00-28.00  sec  14.4 MBytes   121 Mbits/sec  0.151 ms  0/10423 (0%)
[UE1] [2025-07-19 12:13:58] [  5]  28.00-29.00  sec  14.2 MBytes   119 Mbits/sec  0.179 ms  0/10274 (0%)
[UE1] [2025-07-19 12:13:59] [  5]  29.00-30.00  sec  13.2 MBytes   111 Mbits/sec  0.081 ms  0/9559 (0%)
[UE1] [2025-07-19 12:14:00] [  5]  30.00-31.00  sec  14.5 MBytes   121 Mbits/sec  0.114 ms  454/10934 (4.2%)
[UE1] [2025-07-19 12:14:01] [  5]  31.00-32.00  sec  13.8 MBytes   116 Mbits/sec  0.160 ms  0/10008 (0%)
[UE1] [2025-07-19 12:14:02] [  5]  32.00-33.00  sec  14.7 MBytes   123 Mbits/sec  0.128 ms  175/10830 (1.6%)
[UE1] [2025-07-19 12:14:03] [  5]  33.00-34.00  sec  14.5 MBytes   122 Mbits/sec  0.137 ms  0/10491 (0%)
[UE1] [2025-07-19 12:14:04] [  5]  34.00-35.00  sec  14.4 MBytes   121 Mbits/sec  0.115 ms  0/10405 (0%)
[UE1] [2025-07-19 12:14:05] [  5]  35.00-36.00  sec  14.4 MBytes   121 Mbits/sec  0.151 ms  0/10412 (0%)
[UE1] [2025-07-19 12:14:06] [  5]  36.00-37.00  sec  14.5 MBytes   121 Mbits/sec  0.178 ms  0/10477 (0%)
[UE1] [2025-07-19 12:14:07] [  5]  37.00-38.00  sec  14.2 MBytes   119 Mbits/sec  0.118 ms  0/10278 (0%)
[UE1] [2025-07-19 12:14:08] [  5]  38.00-39.00  sec  14.4 MBytes   121 Mbits/sec  0.197 ms  0/10440 (0%)
[UE1] [2025-07-19 12:14:09] [  5]  39.00-40.00  sec  10.7 MBytes  90.0 Mbits/sec  0.237 ms  0/7771 (0%)
[UE1] [2025-07-19 12:14:10] [  5]  40.00-41.00  sec  14.7 MBytes   124 Mbits/sec  0.143 ms  1660/12331 (13%)
[UE1] [2025-07-19 12:14:11] [  5]  41.00-42.00  sec  14.4 MBytes   121 Mbits/sec  0.125 ms  4/10414 (0.038%)
[UE1] [2025-07-19 12:14:12] [  5]  42.00-43.00  sec  13.4 MBytes   113 Mbits/sec  0.157 ms  0/9723 (0%)
[UE1] [2025-07-19 12:14:13] [  5]  43.00-44.00  sec  14.4 MBytes   121 Mbits/sec  0.150 ms  542/10983 (4.9%)
[UE1] [2025-07-19 12:14:14] [  5]  44.00-45.00  sec  14.5 MBytes   121 Mbits/sec  0.124 ms  0/10480 (0%)
[UE1] [2025-07-19 12:14:15] [  5]  45.00-46.00  sec  14.5 MBytes   122 Mbits/sec  0.153 ms  0/10527 (0%)
[UE1] [2025-07-19 12:14:16] [  5]  46.00-47.00  sec  14.2 MBytes   119 Mbits/sec  0.175 ms  0/10258 (0%)
[UE1] [2025-07-19 12:14:17] [  5]  47.00-48.00  sec  14.5 MBytes   122 Mbits/sec  0.171 ms  0/10507 (0%)
[UE1] [2025-07-19 12:14:18] [  5]  48.00-49.00  sec  14.2 MBytes   119 Mbits/sec  0.175 ms  0/10304 (0%)
[UE1] [2025-07-19 12:14:19] [  5]  49.00-50.00  sec  14.6 MBytes   122 Mbits/sec  0.152 ms  0/10569 (0%)
[UE1] [2025-07-19 12:14:20] [  5]  50.00-51.00  sec  14.1 MBytes   118 Mbits/sec  0.117 ms  0/10200 (0%)
[UE1] [2025-07-19 12:14:21] [  5]  51.00-52.00  sec  13.9 MBytes   117 Mbits/sec  0.172 ms  0/10069 (0%)
[UE1] [2025-07-19 12:14:22] [  5]  52.00-53.00  sec  13.6 MBytes   114 Mbits/sec  0.171 ms  0/9859 (0%)
[UE1] [2025-07-19 12:14:23] [  5]  53.00-54.00  sec  14.7 MBytes   123 Mbits/sec  0.127 ms  438/11070 (4%)
[UE1] [2025-07-19 12:14:24] [  5]  54.00-55.00  sec  14.6 MBytes   122 Mbits/sec  0.151 ms  0/10556 (0%)
[UE1] [2025-07-19 12:14:25] [  5]  55.00-56.00  sec  14.7 MBytes   123 Mbits/sec  0.196 ms  0/10641 (0%)
[UE1] [2025-07-19 12:14:26] [  5]  56.00-57.00  sec  14.2 MBytes   119 Mbits/sec  0.171 ms  0/10285 (0%)
[UE1] [2025-07-19 12:14:27] [  5]  57.00-58.00  sec  14.4 MBytes   121 Mbits/sec  0.191 ms  0/10433 (0%)
[UE1] [2025-07-19 12:14:28] [  5]  58.00-59.00  sec  14.1 MBytes   118 Mbits/sec  0.156 ms  0/10230 (0%)
[UE1] [2025-07-19 12:14:29] [  5]  59.00-60.00  sec  13.2 MBytes   111 Mbits/sec  0.214 ms  0/9545 (0%)
[UE1] [2025-07-19 12:14:30] [  5]  60.00-61.00  sec  11.4 MBytes  95.4 Mbits/sec  0.084 ms  771/9008 (8.6%)
[UE1] [2025-07-19 12:14:31] [  5]  61.00-62.00  sec  15.3 MBytes   129 Mbits/sec  0.136 ms  244/11352 (2.1%)
[UE1] [2025-07-19 12:14:32] [  5]  62.00-63.00  sec  13.2 MBytes   111 Mbits/sec  0.135 ms  339/9913 (3.4%)
[UE1] [2025-07-19 12:14:33] [  5]  63.00-64.00  sec  15.3 MBytes   128 Mbits/sec  0.161 ms  325/11380 (2.9%)
[UE1] [2025-07-19 12:14:34] [  5]  64.00-65.00  sec  14.4 MBytes   120 Mbits/sec  0.134 ms  0/10399 (0%)
[UE1] [2025-07-19 12:14:35] [  5]  65.00-66.00  sec  14.5 MBytes   121 Mbits/sec  0.150 ms  0/10487 (0%)
[UE1] [2025-07-19 12:14:36] [  5]  66.00-67.00  sec  14.5 MBytes   122 Mbits/sec  0.139 ms  0/10488 (0%)
[UE1] [2025-07-19 12:14:37] [  5]  67.00-68.00  sec  14.4 MBytes   121 Mbits/sec  0.133 ms  0/10456 (0%)
[UE1] [2025-07-19 12:14:38] [  5]  68.00-69.00  sec  14.3 MBytes   120 Mbits/sec  0.156 ms  0/10369 (0%)
[UE1] [2025-07-19 12:14:39] [  5]  69.00-70.00  sec  14.3 MBytes   120 Mbits/sec  0.126 ms  0/10384 (0%)
[UE1] [2025-07-19 12:14:40] [  5]  70.00-71.00  sec  14.3 MBytes   120 Mbits/sec  0.182 ms  0/10389 (0%)
[UE1] [2025-07-19 12:14:41] [  5]  71.00-72.00  sec  14.4 MBytes   121 Mbits/sec  0.184 ms  0/10453 (0%)
[UE1] [2025-07-19 12:14:42] [  5]  72.00-73.00  sec  15.0 MBytes   126 Mbits/sec  0.183 ms  0/10858 (0%)
[UE1] [2025-07-19 12:14:43] [  5]  73.00-74.00  sec  13.9 MBytes   117 Mbits/sec  0.147 ms  0/10074 (0%)
[UE1] [2025-07-19 12:14:44] [  5]  74.00-75.00  sec  14.2 MBytes   119 Mbits/sec  0.151 ms  0/10305 (0%)
[UE1] [2025-07-19 12:14:45] [  5]  75.00-76.00  sec  14.4 MBytes   121 Mbits/sec  0.128 ms  0/10438 (0%)
[UE1] [2025-07-19 12:14:46] [  5]  76.00-77.00  sec  14.4 MBytes   121 Mbits/sec  0.180 ms  0/10422 (0%)
[UE1] [2025-07-19 12:14:47] [  5]  77.00-78.00  sec  14.7 MBytes   123 Mbits/sec  0.139 ms  0/10619 (0%)
[UE1] [2025-07-19 12:14:48] [  5]  78.00-79.00  sec  14.5 MBytes   122 Mbits/sec  0.125 ms  0/10518 (0%)
[UE1] [2025-07-19 12:14:49] [  5]  79.00-80.00  sec  14.4 MBytes   121 Mbits/sec  0.165 ms  0/10447 (0%)
[UE1] [2025-07-19 12:14:50] [  5]  80.00-81.00  sec  14.6 MBytes   122 Mbits/sec  0.207 ms  0/10545 (0%)
[UE1] [2025-07-19 12:14:51] [  5]  81.00-82.00  sec  14.4 MBytes   121 Mbits/sec  0.183 ms  0/10432 (0%)
[UE1] [2025-07-19 12:14:52] [  5]  82.00-83.00  sec  14.4 MBytes   121 Mbits/sec  0.151 ms  0/10406 (0%)
[UE1] [2025-07-19 12:14:53] [  5]  83.00-84.00  sec  13.9 MBytes   116 Mbits/sec  0.147 ms  0/10056 (0%)
[UE1] [2025-07-19 12:14:54] [  5]  84.00-85.00  sec  14.5 MBytes   121 Mbits/sec  0.211 ms  0/10470 (0%)
[UE1] [2025-07-19 12:14:55] [  5]  85.00-86.00  sec  14.4 MBytes   120 Mbits/sec  0.157 ms  0/10401 (0%)
[UE1] [2025-07-19 12:14:56] [  5]  86.00-87.00  sec  14.5 MBytes   122 Mbits/sec  0.175 ms  0/10525 (0%)
[UE1] [2025-07-19 12:14:57] [  5]  87.00-88.00  sec  14.4 MBytes   121 Mbits/sec  0.125 ms  0/10411 (0%)
[UE1] [2025-07-19 12:14:58] [  5]  88.00-89.00  sec  14.3 MBytes   120 Mbits/sec  0.215 ms  0/10348 (0%)
[UE1] [2025-07-19 12:14:59] [  5]  89.00-90.00  sec  14.6 MBytes   123 Mbits/sec  0.147 ms  0/10601 (0%)
[UE1] [2025-07-19 12:15:00] [  5]  90.00-91.00  sec  14.5 MBytes   122 Mbits/sec  0.181 ms  0/10500 (0%)
[UE1] [2025-07-19 12:15:01] [  5]  91.00-92.00  sec  14.0 MBytes   117 Mbits/sec  0.148 ms  62/10170 (0.61%)
[UE1] [2025-07-19 12:15:02] [  5]  92.00-93.00  sec  14.4 MBytes   121 Mbits/sec  0.118 ms  0/10422 (0%)
[UE1] [2025-07-19 12:15:03] [  5]  93.00-94.00  sec  14.6 MBytes   123 Mbits/sec  0.186 ms  0/10579 (0%)
[UE1] [2025-07-19 12:15:04] [  5]  94.00-95.00  sec  14.2 MBytes   119 Mbits/sec  0.157 ms  0/10265 (0%)
[UE1] [2025-07-19 12:15:05] [  5]  95.00-96.00  sec  14.2 MBytes   119 Mbits/sec  0.210 ms  0/10307 (0%)
[UE1] [2025-07-19 12:15:06] [  5]  96.00-97.00  sec  14.1 MBytes   118 Mbits/sec  0.084 ms  0/10209 (0%)
[UE1] [2025-07-19 12:15:07] [  5]  97.00-98.00  sec  14.3 MBytes   120 Mbits/sec  0.168 ms  0/10366 (0%)
[UE1] [2025-07-19 12:15:08] [  5]  98.00-99.00  sec  14.5 MBytes   122 Mbits/sec  0.191 ms  0/10534 (0%)
[UE1] [2025-07-19 12:15:09] [  5]  99.00-100.00 sec  14.8 MBytes   124 Mbits/sec  0.128 ms  0/10686 (0%)
[UE1] [2025-07-19 12:15:10] [  5]   0.00-1.00   sec  3.72 MBytes  31.2 Mbits/sec  0.187 ms  0/2697 (0%)
[UE1] [2025-07-19 12:15:11] [  5]   1.00-2.00   sec  3.58 MBytes  30.0 Mbits/sec  0.170 ms  0/2593 (0%)
[UE1] [2025-07-19 12:15:12] [  5]   2.00-3.00   sec  3.58 MBytes  30.0 Mbits/sec  0.277 ms  0/2590 (0%)
[UE1] [2025-07-19 12:15:13] [  5]   3.00-4.00   sec  3.58 MBytes  30.0 Mbits/sec  0.273 ms  0/2589 (0%)
[UE1] [2025-07-19 12:15:14] [  5]   4.00-5.00   sec  3.58 MBytes  30.0 Mbits/sec  0.198 ms  0/2591 (0%)
[UE1] [2025-07-19 12:15:15] [  5]   5.00-6.00   sec  3.57 MBytes  30.0 Mbits/sec  0.116 ms  0/2588 (0%)
[UE1] [2025-07-19 12:15:16] [  5]   6.00-7.00   sec  3.58 MBytes  30.0 Mbits/sec  0.239 ms  0/2590 (0%)
[UE1] [2025-07-19 12:15:17] [  5]   7.00-8.00   sec  3.58 MBytes  30.0 Mbits/sec  0.154 ms  0/2592 (0%)
[UE1] [2025-07-19 12:15:18] [  5]   8.00-9.00   sec  3.57 MBytes  30.0 Mbits/sec  0.229 ms  0/2588 (0%)
[UE1] [2025-07-19 12:15:19] [  5]   9.00-10.00  sec  3.58 MBytes  30.0 Mbits/sec  0.237 ms  0/2589 (0%)
[UE1] [2025-07-19 12:15:20] [  5]  10.00-11.00  sec  3.58 MBytes  30.0 Mbits/sec  0.125 ms  0/2590 (0%)
[UE1] [2025-07-19 12:15:21] [  5]  11.00-12.00  sec  3.58 MBytes  30.0 Mbits/sec  0.143 ms  0/2590 (0%)
[UE1] [2025-07-19 12:15:22] [  5]  12.00-13.00  sec  3.58 MBytes  30.0 Mbits/sec  0.162 ms  0/2589 (0%)
[UE1] [2025-07-19 12:15:23] [  5]  13.00-14.00  sec  3.58 MBytes  30.0 Mbits/sec  0.278 ms  0/2590 (0%)
[UE1] [2025-07-19 12:15:24] [  5]  14.00-15.00  sec  3.58 MBytes  30.0 Mbits/sec  0.164 ms  0/2590 (0%)
[UE1] [2025-07-19 12:15:25] [  5]  15.00-16.00  sec  3.57 MBytes  30.0 Mbits/sec  0.248 ms  0/2587 (0%)
[UE1] [2025-07-19 12:15:26] [  5]  16.00-17.00  sec  3.58 MBytes  30.0 Mbits/sec  0.223 ms  0/2593 (0%)
[UE1] [2025-07-19 12:15:27] [  5]  17.00-18.00  sec  3.58 MBytes  30.0 Mbits/sec  0.168 ms  0/2589 (0%)
[UE1] [2025-07-19 12:15:28] [  5]  18.00-19.00  sec  3.58 MBytes  30.0 Mbits/sec  0.159 ms  0/2590 (0%)
[UE1] [2025-07-19 12:15:29] [  5]  19.00-20.00  sec  3.58 MBytes  30.0 Mbits/sec  0.250 ms  0/2589 (0%)
[UE1] [2025-07-19 12:15:30] [  5]  20.00-21.00  sec  3.58 MBytes  30.0 Mbits/sec  0.132 ms  0/2591 (0%)
[UE1] [2025-07-19 12:15:31] [  5]  21.00-22.00  sec  3.58 MBytes  30.0 Mbits/sec  0.251 ms  0/2590 (0%)
[UE1] [2025-07-19 12:15:32] [  5]  22.00-23.00  sec  3.58 MBytes  30.0 Mbits/sec  0.132 ms  0/2589 (0%)
[UE1] [2025-07-19 12:15:33] [  5]  23.00-24.00  sec  3.58 MBytes  30.0 Mbits/sec  0.128 ms  0/2590 (0%)
[UE1] [2025-07-19 12:15:34] [  5]  24.00-25.00  sec  3.58 MBytes  30.0 Mbits/sec  0.242 ms  0/2590 (0%)
[UE1] [2025-07-19 12:15:35] [  5]  25.00-26.00  sec  3.58 MBytes  30.0 Mbits/sec  0.240 ms  0/2590 (0%)
[UE1] [2025-07-19 12:15:36] [  5]  26.00-27.00  sec  3.57 MBytes  30.0 Mbits/sec  0.194 ms  0/2588 (0%)
[UE1] [2025-07-19 12:15:37] [  5]  27.00-28.00  sec  3.58 MBytes  30.0 Mbits/sec  0.163 ms  0/2592 (0%)
[UE1] [2025-07-19 12:15:38] [  5]  28.00-29.00  sec  3.58 MBytes  30.0 Mbits/sec  0.208 ms  0/2591 (0%)
[UE1] [2025-07-19 12:15:39] [  5]  29.00-30.00  sec  3.57 MBytes  30.0 Mbits/sec  0.176 ms  0/2588 (0%)
[UE1] [2025-07-19 12:15:40] [  5]  30.00-31.00  sec  3.58 MBytes  30.0 Mbits/sec  0.168 ms  0/2592 (0%)
[UE1] [2025-07-19 12:15:41] [  5]  31.00-32.00  sec  3.57 MBytes  30.0 Mbits/sec  0.261 ms  0/2587 (0%)
[UE1] [2025-07-19 12:15:42] [  5]  32.00-33.00  sec  3.58 MBytes  30.0 Mbits/sec  0.147 ms  0/2593 (0%)
[UE1] [2025-07-19 12:15:43] [  5]  33.00-34.00  sec  3.58 MBytes  30.0 Mbits/sec  0.305 ms  0/2590 (0%)
[UE1] [2025-07-19 12:15:44] [  5]  34.00-35.00  sec  3.58 MBytes  30.0 Mbits/sec  0.201 ms  0/2589 (0%)
[UE1] [2025-07-19 12:15:45] [  5]  35.00-36.00  sec  3.57 MBytes  30.0 Mbits/sec  0.168 ms  0/2588 (0%)
[UE1] [2025-07-19 12:15:46] [  5]  36.00-37.00  sec  3.58 MBytes  30.0 Mbits/sec  0.222 ms  0/2592 (0%)
[UE1] [2025-07-19 12:15:47] [  5]  37.00-38.00  sec  3.57 MBytes  30.0 Mbits/sec  0.215 ms  0/2588 (0%)
[UE1] [2025-07-19 12:15:48] [  5]  38.00-39.00  sec  3.58 MBytes  30.0 Mbits/sec  0.166 ms  0/2589 (0%)
[UE1] [2025-07-19 12:15:49] [  5]  39.00-40.00  sec  3.58 MBytes  30.0 Mbits/sec  0.095 ms  0/2590 (0%)
[UE1] [2025-07-19 12:15:50] [  5]  40.00-41.00  sec  3.58 MBytes  30.0 Mbits/sec  0.149 ms  0/2589 (0%)
[UE1] [2025-07-19 12:15:51] [  5]  41.00-42.00  sec  3.58 MBytes  30.0 Mbits/sec  0.237 ms  0/2591 (0%)
[UE1] [2025-07-19 12:15:52] [  5]  42.00-43.00  sec  3.58 MBytes  30.0 Mbits/sec  0.279 ms  0/2589 (0%)
[UE1] [2025-07-19 12:15:53] [  5]  43.00-44.00  sec  3.58 MBytes  30.0 Mbits/sec  0.130 ms  0/2592 (0%)
[UE1] [2025-07-19 12:15:54] [  5]  44.00-45.00  sec  3.57 MBytes  29.9 Mbits/sec  0.242 ms  0/2588 (0%)
[UE1] [2025-07-19 12:15:55] [  5]  45.00-46.00  sec  3.58 MBytes  30.0 Mbits/sec  0.227 ms  0/2589 (0%)
[UE1] [2025-07-19 12:15:56] [  5]  46.00-47.00  sec  3.58 MBytes  30.0 Mbits/sec  0.182 ms  0/2590 (0%)
[UE1] [2025-07-19 12:15:57] [  5]  47.00-48.00  sec  3.58 MBytes  30.0 Mbits/sec  0.147 ms  0/2590 (0%)
[UE1] [2025-07-19 12:15:58] [  5]  48.00-49.00  sec  3.58 MBytes  30.0 Mbits/sec  0.233 ms  0/2590 (0%)
[UE1] [2025-07-19 12:15:59] [  5]  49.00-50.00  sec  3.58 MBytes  30.0 Mbits/sec  0.276 ms  0/2590 (0%)
[UE1] [2025-07-19 12:16:00] [  5]  50.00-51.00  sec  3.58 MBytes  30.0 Mbits/sec  0.387 ms  0/2589 (0%)
[UE1] [2025-07-19 12:16:01] [  5]  51.00-52.00  sec  3.58 MBytes  30.0 Mbits/sec  0.259 ms  0/2591 (0%)
[UE1] [2025-07-19 12:16:02] [  5]  52.00-53.00  sec  3.58 MBytes  30.0 Mbits/sec  0.188 ms  0/2591 (0%)
[UE1] [2025-07-19 12:16:03] [  5]  53.00-54.00  sec  3.57 MBytes  30.0 Mbits/sec  0.178 ms  0/2588 (0%)
[UE1] [2025-07-19 12:16:04] [  5]  54.00-55.00  sec  3.58 MBytes  30.0 Mbits/sec  0.176 ms  0/2589 (0%)
[UE1] [2025-07-19 12:16:05] [  5]  55.00-56.00  sec  3.58 MBytes  30.0 Mbits/sec  0.188 ms  0/2590 (0%)
[UE1] [2025-07-19 12:16:06] [  5]  56.00-57.00  sec  3.58 MBytes  30.0 Mbits/sec  0.246 ms  0/2592 (0%)
[UE1] [2025-07-19 12:16:07] [  5]  57.00-58.00  sec  3.57 MBytes  30.0 Mbits/sec  0.251 ms  0/2587 (0%)
[UE1] [2025-07-19 12:16:08] [  5]  58.00-59.00  sec  3.58 MBytes  30.0 Mbits/sec  0.117 ms  0/2592 (0%)
[UE1] [2025-07-19 12:16:09] [  5]  59.00-60.00  sec  3.58 MBytes  30.0 Mbits/sec  0.169 ms  0/2591 (0%)
[UE1] [2025-07-19 12:16:10] [  5]  60.00-61.00  sec  3.57 MBytes  30.0 Mbits/sec  0.251 ms  0/2587 (0%)
[UE1] [2025-07-19 12:16:11] [  5]  61.00-62.00  sec  3.58 MBytes  30.0 Mbits/sec  0.197 ms  0/2591 (0%)
[UE1] [2025-07-19 12:16:12] [  5]  62.00-63.00  sec  3.58 MBytes  30.0 Mbits/sec  0.226 ms  0/2589 (0%)
[UE1] [2025-07-19 12:16:13] [  5]  63.00-64.00  sec  3.58 MBytes  30.0 Mbits/sec  0.173 ms  0/2590 (0%)
[UE1] [2025-07-19 12:16:14] [  5]  64.00-65.00  sec  3.58 MBytes  30.0 Mbits/sec  0.181 ms  0/2589 (0%)
[UE1] [2025-07-19 12:16:15] [  5]  65.00-66.00  sec  3.58 MBytes  30.0 Mbits/sec  0.120 ms  0/2592 (0%)
[UE1] [2025-07-19 12:16:16] [  5]  66.00-67.00  sec  3.57 MBytes  30.0 Mbits/sec  0.182 ms  0/2588 (0%)
[UE1] [2025-07-19 12:16:17] [  5]  67.00-68.00  sec  3.58 MBytes  30.0 Mbits/sec  0.255 ms  0/2589 (0%)
[UE1] [2025-07-19 12:16:18] [  5]  68.00-69.00  sec  3.58 MBytes  30.0 Mbits/sec  0.240 ms  0/2591 (0%)
[UE1] [2025-07-19 12:16:19] [  5]  69.00-70.00  sec  3.58 MBytes  30.0 Mbits/sec  0.313 ms  0/2591 (0%)
[UE1] [2025-07-19 12:16:20] [  5]  70.00-71.00  sec  3.57 MBytes  30.0 Mbits/sec  0.162 ms  0/2588 (0%)
[UE1] [2025-07-19 12:16:21] [  5]  71.00-72.00  sec  3.58 MBytes  30.0 Mbits/sec  0.230 ms  0/2590 (0%)
[UE1] [2025-07-19 12:16:22] [  5]  72.00-73.00  sec  3.58 MBytes  30.0 Mbits/sec  0.147 ms  0/2589 (0%)
